DateTime,AddedIPs,RemovedIPs
1607974295,31,51
1607975015,36,55
1607975975,39,50
1607976695,34,35
1607977415,36,40
1607978136,31,32
1607978855,26,31
1607979635,46,45
1607980295,30,30
1607981015,24,24
1607981736,34,118
1607982455,24,25
1607983175,42,30
1607983895,41,22
1607984615,33,27
1607985336,31,23
1607986055,42,21
1607986775,43,27
1607987495,41,28
1607988215,25,23
1607988935,23,31
1607989655,21,31
1607990375,29,25
1607991334,43,24
1607992055,31,33
1607992776,24,47
1607993495,41,35
1607994215,31,28
1607994935,36,25
1607995656,29,39
1607996375,21,52
1607997094,43,60
1607997815,31,40
1607998536,29,48
1607999254,42,114
1607999975,45,37
1608000696,55,37
1608001415,45,23
1608002134,36,41
1608002855,50,32
1608003575,30,38
1608004295,35,36
1608005015,31,45
1608005976,43,51
1608006695,31,44
1608007414,36,35
1608008136,34,37
1608008854,38,35
1608009575,23,35
1608010295,32,47
1608011015,29,56
1608011735,46,40
1608012455,42,36
1608013175,44,33
1608013895,49,47
1608014615,35,38
1608015335,30,109
1608016055,46,43
1608016775,32,42
1608017496,36,40
1608018215,45,50
1608018935,54,43
1608019654,38,58
1608020375,56,44
1608021095,33,45
1608021815,30,41
1608022535,35,41
1608023255,43,40
1608023975,35,43
1608024696,38,47
1608025415,53,68
1608026135,46,42
1608026855,37,45
1608027575,35,35
1608028295,34,37
1608029015,34,36
1608029735,36,37
1608030454,41,27
1608031175,33,29
