DateTime,AddedIPs,RemovedIPs
1608004923,20,0
1608005523,29,25
1608006123,27,28
1608007324,30,0
1608007924,52,17
1608008524,12,17
1608009723,20,0
1608010924,24,17
1608012124,18,23
1608012724,8,32
1608013324,16,30
1608014524,15,0
1608015724,33,61
1608016924,29,18
1608018124,20,23
1608019324,32,8
1608020524,27,9
1608021724,23,28
1608022923,14,77
1608024124,27,25
1608024725,20,8
1608025323,17,0
1608025923,21,0
1608026524,11,32
1608027724,18,29
1608028923,23,28
1608030124,21,17
1608030724,27,0
1608031324,6,35
